id,Title,Description,Category
631, Achla Designs C-52C Embossed Galvanized Oval Copper tub ,"The Embossed Tubs have a scalloped design, embossed with a pattern of leaves and flowers. With a vintage style, in both Galvanized and Copper Plated finish. Both have two folding side handles and can be used with Folding Tabletop or Floor Stand. The lower height makes it a perfect beverage tub for a patio party. ", Tools & Home Improvement Kitchen & Bath Fixtures Bathroom Fixtures Bathtubs 
636, Steve Madden Girls' Fashion Outerwear Jacket (More Styles Available) ,"Always delivering on-point style, the Steve Madden outerwear collection will be sure to get you through the winter's chill "," Clothing, Shoes & Jewelry Girls Clothing Jackets & Coats Jackets "
639, Q INFRARED OVENS R00096L Pilot Tube Assembly ,"R00096L, PILOT TUBE ASSEMBLY. Q Infrared Ovens Genuine OEM replacement part. Q Infrared Ovens offer a line of ovens designed for the commercial food industry. Use genuine OEM parts for safety reliability and performance. ", Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories › Microwave Oven Parts & Accessories › Microwave Oven Replacement Parts 
644, Patch Cable - RJ-45 - Male - RJ-45 - Male - 15 Ft - UTP (Cat 5E) ,As a global leader in power availability solutions APC sets the standard in its industry for quality innovation and support. Its comprehensive AC and DC power solutions which are designed for both home and corporate environments improve the manageability availability and performance of sensitive electronic network communications and industrial equipment of all sizes. APC also provides a wide range of connectivity products for different environments. Primary InformationNetwork Cable Type :  Patch Cable Cable Technology :  Unshielded twisted pair (UTP) Left Connector Gender :  Male Right Connector Gender :  Male Left Connector Type :  RJ-45 Right Connector Type :  RJ-45 Features :  Molded snagless boot ;American Wire Gauge (AWG) :24 ;Wires per Cable :8 wire(s) ;Pairs per Cable :4 pair(s) Dimensions&MiscellaneousLength :  15 feet Enclosure Color :  white UNSPSC CodeUNSPSC Code :  26121609  , Electronics › Computers & Accessories › Computer Accessories & Peripherals › Cables & Interconnects › Ethernet Cables › Cat 5e Cables 
658," Crestware Bib Apron 3 Pocket, Adjustable Neck and Double Buckle, Royal Blue ","The two packet bib apron comes is 29-inch long by 25-1/2-inch wide with 40-inch long ties. Durable, easy to care for and used in food services and equipment establishments. ", Home & Kitchen › Kitchen & Dining › Kitchen & Table Linens › Aprons 
665," RX Vitamins Zinc Lozenges 46mg Lozenges, 90 Count ","Rx Vitamins Zinc Lozenges are naturally flavored and sweetened with a proprietary blend of honey crystals, natural fruit sugar and wild cherry. No refined sugars or artificial flavorings are used. Scientific studies have demonstrated that zinc provides nutritional support for the body's defense system, especially during the cold and flu season. Recommended Usage: As a dietary supplement, take one cherry flavored lozenge three to six times daily directly after meals or as recommended by your physician or health care professional. ", Health & Household › Vitamins & Dietary Supplements › Minerals › Zinc 
670," MacGregor 87 Official Split Baseball, Leather (One Dozen) ",MacGregor MCB87SPX Mac 87 Official Split Leather Baseball (DZN) , Sports & Outdoors › Sports & Fitness › Team Sports › Baseball & Softball › Baseballs 
672, MDF® MD One® Stainless Steel Premium Dual Head Pediatric Stethoscope - Free-Parts-for-Life & Lifetime Warranty - All Black (MDF777C-BO) ,"Constructed from acoustically-superior stainless steel, the MDF MD One Pediatric Stethoscope delivers accurate auscultation of heart, lung, and Korotkoff sounds with acoustic integrity and clarity. An ergonomic design ensures comfort for the doctor and patient, even during extended use. The MD One Pediatric Stethoscope is a premier diagnostic instrument with unmatched performance, durability, and aesthetics. Chestpiece: The handcrafted stainless steel dual-head pediatric chestpiece is precisely machined and hand polished for the highest performance and durability. The full-rotation acoustic valve stem with green indicator dot allows the user to easily identify the active sound channel and seals in sound. The chestpiece is fitted with an ultrasensitive pediatric diaphragm sealed with a non-chill retaining ring to provide a secure acoustic transmission. The pediatric bell, crowned with a non-chill bell ring, provides greater sound amplification, isolation of low frequencies, and patient comfort. Acoustic Tubing: Constructed of thicker, denser, latex-free PVC, the Y-configuration non-stick acoustic tubing provides insulation for superior sound transmission and seals out ambient noise while preventing the cracking and wearing that can occur from repeated use. The longer-than-average length allows a comfortable space between health professional and patient. Acoustic Pyramid ChamberTM: A patented internal metal-alloy chamber located in the acoustic tubing below the spring keeps the tubing channel open for maximum sound transmission into the headset. ErgonoMaxTM Headset: Hand polished, pre-angled stainless steel headset features a patented internal dual-leaf spring construction for durability and custom fit. Soft silicone ComfortSealTM eartips are clear for hygienic purposes and conform to the ear to seal out extraneous noise while ensuring comfort during extended use. Patented SafetyLockTM eartip adaptors lead the industry in user safety. ", Industrial & Scientific Professional Medical Supplies Diagnostics & Screening Stethoscopes 
679, Lullaby Bedding 200-YBrina Toddler Cotton Sheet Set ,"Printed on pink, this 200 thread count percale cotton sheet set features dotted bows. Pair with lullaby's Ballerina duvet, quilt, and comforter sets for a complete bedding ensemble. ", Baby Products Nursery Bedding Toddler Bedding Sheets & Pillowcases Sheet & Pillowcase Sets 
680," Quartet Chalkboard, 8-1/2"" x 11"" Chalk Board, Wood Finish Frame (80214) ","Personal chalkboard is a classic alternative to small whiteboards. Provides a convenient place to write notes for yourself and others. Measures 8 1/2"" x 11"" and features a stylish wood finish frame. Melamine board surface is black in color, smooth and durable. Great for any home or small office. Hangs vertically or horizontally with included Z-bracket hardware. Chalk sold separately. ", Office Products Office & School Supplies Presentation Boards Chalkboards 
685," NOVICA 83062"" A Heart Shared by Two Wood Sculpture ","NOVICA, in association with National Geographic, works together with talented artisan designers around the world to produce stunning, keepsake treasures. Our mantra is to spread global happiness, so rest assured - we’ll do everything we possibly can to ensure you’re a happy customer. About this item: Voluptuous curves circle and meld in a fervent kiss that forms a single heart. In this elegant abstract sculpture, the harmony between lovers is manifest as their figures curl together in utter bliss. This exquisite statuette from Made Wirata is a celebration of couples. - Each artwork is unique -- wood grain, color, and pattern will differ slightly from picture About our Artist: Balinese artisan Made Wirata comes from a family dedicated to this art for generations. 'I first learned to carve from my father, who specialized in a particular style of carving locally known as 'sri bunga' as well as 'keris.' When I finished school, I apprenticed with my uncle, who taught me to carve traditional images. In 1993, a cousin taught me the carving of modern statuettes. I began to sell my work to sustain my studies and now several galleries in Bali collect my creations,' he says. ", Home & Kitchen Home Décor Home Décor Accents Collectible Figurines 
689, Schleich North America Logistics Smurf Toy Figure ,"For a logistics Smurf it is essential to ensure that each package arrives at the right time in the right place. Therefore our diligent Smurf will deliver huge packages himself if necessary, even if he breaks out in a sweat. After all, he takes his job very seriously. ", Toys & Games › Action Figures & Statues › Action Figures 
708," Now Designs Basic Cotton Kitchen Chef's Apron, Denim ","This unisex basic kitchen bib style apron is a beloved classic by Now Designs and is truly a workhorse in the kitchen. It is made from heavy-weight 100 percent cotton and woven on an oversized loom making it 6 inches wider than other aprons to help provide the perfect fit. This chef's apron is designed to fit men and women: it ties at the waist and features an adjustable neck strap for a comfortable fit. Stress points throughout the apron have been bar-tacked for extra durability and to resist wear and tear. The deep front pocket is great for tucking away recipe cards, kitchen towels or dishcloths, trivets and utensils. This attention to detail ensures that a Now Designs Basic Cotton Apron is sure to be a consistent kitchen companion for years to come. Care is simple: machine wash and dry. This classic apron was designed and made by Now Designs. For 50 years, Now Designs has created kitchen textiles, table linens and accessories that are consistently recognized for superior colors, trends, design and unsurpassed quality and workmanship. Coordinating oven mitts and potholders sold separately, available on Amazon. ", Home & Kitchen Kitchen & Dining Kitchen & Table Linens Aprons 
